date,arrival,departure,slot_arrival,slot_departure,holiday_type
2006.11.19,48978,40675,40318,40623,1
2006.11.20,42300,42141,38925,40496,0
2006.11.21,34785,36273,35743,33804,0
2006.11.22,35049,39285,37451,35562,0
2006.11.23,41146,40867,41417,39861,0
2006.11.24,40478,45009,36868,42167,0
2006.11.25,37966,39316,24621,34445,1
2006.11.26,48146,41233,39728,39958,1
2006.11.27,41930,40197,40264,41173,0
2006.11.28,35153,35981,35386,34308,0
2006.11.29,33863,36196,38468,35310,0
2006.11.30,37989,39166,41733,40962,0
2006.12.1,37311,40643,36975,38324,0
2006.12.2,38641,34078,25035,33865,1
2006.12.3,45215,37591,40147,40396,1
2006.12.4,38363,36158,41257,37457,0
2006.12.5,31521,35557,33795,35458,0
2006.12.6,32010,36134,35439,39086,0
2006.12.7,36395,39557,39625,37267,0
2006.12.8,40267,40388,38008,37817,0
2006.12.9,38997,35725,24295,34187,1
2006.12.10,47486,38020,41360,40316,1
2006.12.11,37913,36000,40512,37348,0
2006.12.12,35687,34745,33579,34874,0
2006.12.13,33852,36487,34232,38951,0
2006.12.14,40856,42391,40030,36901,0
2006.12.15,43216,43837,38182,38139,0
2006.12.16,41174,38630,25081,33670,1
2006.12.17,47758,42851,40767,42138,1
2006.12.18,40992,41177,42751,38424,0
2006.12.19,36562,37941,34843,36176,0
2006.12.20,37056,38338,35744,39869,0
2006.12.21,41061,40775,40955,37863,0
2006.12.22,44432,48554,39482,40660,0
2006.12.23,42629,46221,25900,36291,1
2006.12.24,39289,34842,40667,41561,1
2006.12.25,46068,30331,43699,38945,1
2006.12.26,42305,35925,35568,36295,0
2006.12.27,36994,36069,35856,40047,0
2006.12.28,37799,42501,41281,39473,0
2006.12.29,36684,48429,40276,40917,0
2006.12.30,36149,48659,26228,37264,1
2006.12.31,36304,36997,41072,42978,1
2007.1.1,41801,33508,37195,44826,1
2007.1.2,40479,40171,38887,48321,0
2007.1.3,35234,43356,35136,48639,0
2007.1.4,34276,46713,35368,52606,0
2007.1.5,28745,46770,32515,50710,0
2007.1.6,32948,43994,40208,42546,1
2007.1.7,40191,44415,49267,49130,1
2007.1.8,35725,48077,35796,44921,0
2007.1.9,30788,41440,37695,47635,0
2007.1.10,32070,43084,35324,48348,0
2007.1.11,36941,46863,34551,52815,0
2007.1.12,40790,47323,32861,50684,0
2007.1.13,39928,41152,41025,42588,1
2007.1.14,49784,43621,48873,50280,1
2007.1.15,43837,45886,35851,44384,0
2007.1.16,40872,42967,37262,47313,0
2007.1.17,36829,43208,34468,47707,0
2007.1.18,41430,50824,35037,53086,0
2007.1.19,45863,49375,33272,50931,0
2007.1.20,45583,42786,40823,42805,1
2007.1.21,52740,44564,49016,50007,1
2007.1.22,46559,46048,35821,44416,0
2007.1.23,39830,42193,37145,47464,0
2007.1.24,40019,43246,35502,48787,0
2007.1.25,44302,50580,35101,52976,0
2007.1.26,47005,50301,32868,50734,0
2007.1.27,48089,43371,41459,43100,1
2007.1.28,57260,41604,50771,51015,1
2007.1.29,50321,42483,35467,44014,0
2007.1.30,44488,37441,37232,47497,0
2007.1.31,44722,39309,35499,48825,0
2007.2.1,45442,46651,37830,47072,0
2007.2.2,46199,46115,35822,50654,0
2007.2.3,45678,39487,40765,43025,1
2007.2.4,53639,39585,49273,49959,1
2007.2.5,47456,40072,43794,48126,0
2007.2.6,41326,35217,38692,41394,0
2007.2.7,39592,38297,40841,40964,0
2007.2.8,45166,44591,37967,47798,0
2007.2.9,47039,43029,35409,49841,0
2007.2.10,48239,38688,37964,48561,1
2007.2.11,52454,36908,48490,49562,1
2007.2.12,45938,35099,43140,47058,0
2007.2.13,41398,31774,38966,41973,0
2007.2.14,41891,31078,41137,40305,0
2007.2.15,46189,39771,37557,46888,0
2007.2.16,42525,47865,35056,53452,0
2007.2.17,38011,41364,37950,52593,2
2007.2.18,34770,28599,48364,48450,2
2007.2.19,51008,33437,48905,48564,2
2007.2.20,48201,38551,41065,42276,0
2007.2.21,41626,44127,41133,39456,0
2007.2.22,43691,52627,38361,48277,0
2007.2.23,41758,57294,35979,53614,0
2007.2.24,42095,52683,38442,48476,1
2007.2.25,53198,55269,49496,51133,1
2007.2.26,48828,50195,44323,47621,0
2007.2.27,43409,47299,38900,41678,0
2007.2.28,44136,50496,41873,40847,0
2007.3.1,45661,51982,37895,46625,1
2007.3.2,38117,44511,37960,39500,0
2007.3.3,42808,36578,36926,44741,1
2007.3.4,52965,36017,45795,46219,1
2007.3.5,43610,38835,41355,35874,0
2007.3.6,34572,36409,34616,32422,0
2007.3.7,36069,38871,36128,38274,0
2007.3.8,37215,40603,40776,36620,0
2007.3.9,39838,42345,37660,38515,0
2007.3.10,40541,37619,35700,45994,1
2007.3.11,48602,37125,46887,47593,1
2007.3.12,40009,39724,41272,36528,0
2007.3.13,34127,36699,35732,33399,0
2007.3.14,35567,38311,35394,37676,0
2007.3.15,38510,42187,40603,36556,0
2007.3.16,40359,43765,38015,39034,0
2007.3.17,40667,37423,35625,45639,1
2007.3.18,47925,38293,46281,46579,1
2007.3.19,40390,39705,41807,37093,0
2007.3.20,35801,36269,35665,33223,0
2007.3.21,36742,41707,35436,37954,0
2007.3.22,36884,42270,40931,36898,0
2007.3.23,41435,44011,37619,38433,0
2007.3.24,44026,39882,36078,46176,1
2007.3.25,51355,40106,47905,49669,1
2007.3.26,43114,41012,42373,36757,0
2007.3.27,38171,38824,36936,33993,0
2007.3.28,38137,42220,36211,39396,0
2007.3.29,39578,42519,40722,37634,0
2007.3.30,44483,44005,39006,39592,0
2007.3.31,44043,39275,37347,46125,1
2007.4.1,48051,36252,47436,49397,1
2007.4.2,39958,35798,39740,36755,0
2007.4.3,35692,33404,31742,34019,0
2007.4.4,34378,35248,33989,39527,0
2007.4.5,34765,39029,35208,40022,0
2007.4.6,36842,39752,41279,42640,0
2007.4.7,35729,34287,36539,45828,1
2007.4.8,43365,38087,48001,50144,1
2007.4.9,36524,41695,40514,37573,0
2007.4.10,32698,37840,32325,34224,0
2007.4.11,31975,39054,32754,38786,0
2007.4.12,36365,41805,35560,40094,0
2007.4.13,42295,46127,41579,43389,0
2007.4.14,41762,40224,38284,47577,1
2007.4.15,49335,43156,47453,49762,1
2007.4.16,42370,43128,40684,37779,0
2007.4.17,35095,38718,31753,34041,0
2007.4.18,36460,41720,34424,39535,0
2007.4.19,37673,42339,35602,40316,0
2007.4.20,43034,46599,41300,43018,0
2007.4.21,43486,38510,37490,46583,1
2007.4.22,49366,40671,47172,49943,1
2007.4.23,43447,41988,40828,37226,0
2007.4.24,36659,38070,31418,33813,0
2007.4.25,38350,41499,34272,39465,0
2007.4.26,40897,45385,35155,40990,0
2007.4.27,48351,48212,41526,42390,0
2007.4.28,48935,43725,37730,47665,1
2007.4.29,50968,35808,47650,50361,1
2007.4.30,45550,36233,40413,37626,0
2007.5.1,45216,32567,33082,35310,0
2007.5.2,38851,30911,41102,39551,0
2007.5.3,40174,36789,36100,49175,0
2007.5.4,35071,41778,41217,45328,0
2007.5.5,33146,42851,42760,41687,1
2007.5.6,42384,47554,48318,50300,1
2007.5.7,35579,44894,43044,45357,0
2007.5.8,30079,37088,42899,30610,0
2007.5.9,29649,39257,40531,39748,0
2007.5.10,35447,41416,35699,48572,0
2007.5.11,39318,43151,40415,44670,0
2007.5.12,41954,38734,41834,40753,1
2007.5.13,47815,37886,48429,49206,1
2007.5.14,39975,40837,42175,44999,0
2007.5.15,36556,36602,44674,31411,0
2007.5.16,37658,39761,41753,39481,0
2007.5.17,39269,43114,35437,48341,0
2007.5.18,43359,45703,40680,44559,0
2007.5.19,44508,40884,41595,40873,1
2007.5.20,48936,41623,48222,49289,1
2007.5.21,40731,41245,42825,44301,0
2007.5.22,34971,41295,43764,31534,0
2007.5.23,35440,51779,40540,40083,0
2007.5.24,41776,56317,36561,51916,1
2007.5.25,44430,42348,40666,44059,0
2007.5.26,52139,36436,42669,40036,1
2007.5.27,59540,38584,49344,49954,1
2007.5.28,50771,43437,42601,45139,0
2007.5.29,40608,37602,43580,31512,0
2007.5.30,37676,38135,40705,39171,0
2007.5.31,40396,42231,35526,49497,0
2007.6.1,42318,43542,37908,47757,0
2007.6.2,40838,43443,41018,40132,1
2007.6.3,45595,41182,48176,49802,1
2007.6.4,39039,37989,43644,39306,0
2007.6.5,37884,39565,35994,35316,0
2007.6.6,42046,45881,41056,39540,1
2007.6.7,40020,38590,37361,42299,0
2007.6.8,43611,39823,37869,47565,0
2007.6.9,47534,36377,41742,40081,1
2007.6.10,52953,38199,48760,50650,1
2007.6.11,44244,39630,43330,38592,0
2007.6.12,38984,35520,35670,34892,0
2007.6.13,33452,37485,45368,34987,0
2007.6.14,37842,43204,37937,42633,0
2007.6.15,42110,43243,37560,48593,0
2007.6.16,44078,38946,42223,40303,1
2007.6.17,47489,41526,48538,50434,1
2007.6.18,40808,41909,43872,39453,0
2007.6.19,35599,41102,36264,35482,0
2007.6.20,35004,42183,46174,34630,0
2007.6.21,37631,45718,37704,42349,0
2007.6.22,40130,46665,38145,49209,0
2007.6.23,43629,43012,41106,39975,1
2007.6.24,49324,43492,49068,50461,1
2007.6.25,43809,46180,42737,39154,0
2007.6.26,40331,42761,36607,34987,0
2007.6.27,38403,42890,45409,34629,0
2007.6.28,43045,46659,37636,42533,0
2007.6.29,46519,46699,37882,49149,0
2007.6.30,48296,44180,42260,40373,1
2007.7.1,49167,41611,48437,51142,1
2007.7.2,43525,41308,42984,40482,0
2007.7.3,40467,39692,38938,39938,0
2007.7.4,38065,39841,38355,40039,0
2007.7.5,40776,45239,40104,44550,0
2007.7.6,41592,45021,43309,45209,0
2007.7.7,43511,43200,42083,41071,1
2007.7.8,48151,45967,49220,51644,1
2007.7.9,42542,43823,42779,40412,0
2007.7.10,40111,45244,39692,40611,0
2007.7.11,38818,44347,39884,41310,0
2007.7.12,42622,50447,40095,45540,0
2007.7.13,45779,52819,44011,45925,0
2007.7.14,48292,54332,43318,42794,1
2007.7.15,48628,51371,48808,52927,1
2007.7.16,46823,45872,44374,41876,0
2007.7.17,52435,43622,41629,41818,1
2007.7.18,46451,38609,40884,41624,0
2007.7.19,41948,43967,40075,45494,0
2007.7.20,42188,44819,44207,46789,0
2007.7.21,46384,48243,44129,43678,1
2007.7.22,48006,50846,51148,53595,1
2007.7.23,41103,47503,44720,42429,0
2007.7.24,39279,46045,40398,41642,0
2007.7.25,42134,45886,41362,42612,0
2007.7.26,43926,51076,41798,46799,0
2007.7.27,45422,51809,45521,47913,0
2007.7.28,47106,56598,44394,44212,1
2007.7.29,50414,56507,50791,53593,1
2007.7.30,43948,50149,45113,43109,0
2007.7.31,46406,50178,41399,42191,0
2007.8.1,48669,55905,53725,49778,0
2007.8.2,50543,55114,53089,51314,0
2007.8.3,55187,47978,52807,47552,0
2007.8.4,58887,50586,46247,44970,1
2007.8.5,62257,49215,51321,53339,1
2007.8.6,58886,49723,55477,50445,0
2007.8.7,47686,45042,44986,49004,0
2007.8.8,49302,44994,53090,49034,0
2007.8.9,48117,47538,51208,49950,0
2007.8.10,51276,51525,53342,47381,0
2007.8.11,53316,54458,45623,44475,1
2007.8.12,55600,49318,50914,52361,1
2007.8.13,50171,48074,53967,48884,0
2007.8.14,50825,46847,46026,48949,0
2007.8.15,54029,49398,53068,48751,1
2007.8.16,51595,45179,51652,50339,0
2007.8.17,53174,44011,53193,47194,0
2007.8.18,54103,47053,44528,43392,1
2007.8.19,58997,47887,51162,53065,1
2007.8.20,51644,47789,53363,48904,0
2007.8.21,47410,44919,44450,47681,0
2007.8.22,47776,43686,51339,47392,0
2007.8.23,47682,46369,51314,50467,0
2007.8.24,48868,44967,51713,46350,0
2007.8.25,51686,48172,44649,43308,1
2007.8.26,54598,46709,50838,52065,1
2007.8.27,45242,46317,51456,47611,0
2007.8.28,39976,41768,44153,47113,0
2007.8.29,41741,41571,51799,47459,0
2007.8.30,41493,44356,50075,49405,0
2007.8.31,42328,43462,51420,45482,0
2007.9.1,43543,44830,43198,41703,1
2007.9.2,47510,42180,49244,51292,1
2007.9.3,39003,42537,38249,41558,0
2007.9.4,35712,39991,35900,38207,0
2007.9.5,35225,41768,36454,42421,0
2007.9.6,38862,43776,37882,42452,0
2007.9.7,42350,43751,38722,45304,0
2007.9.8,44031,41128,43042,42276,1
2007.9.9,48984,40513,48706,50088,1
2007.9.10,42145,42095,37980,41940,0
2007.9.11,36454,37088,36193,38670,0
2007.9.12,36097,39785,36819,42849,0
2007.9.13,39061,40981,38268,43940,0
2007.9.14,43792,41087,39663,44608,0
2007.9.15,46995,40036,43111,43014,1
2007.9.16,49515,36102,49137,48724,1
2007.9.17,40611,41083,36830,42227,0
2007.9.18,34509,35965,35611,38096,0
2007.9.19,34283,37658,36377,41102,0
2007.9.20,36095,46824,37998,44453,0
2007.9.21,38319,54712,41177,48387,0
2007.9.22,37893,65782,45612,49416,3
2007.9.23,32809,55565,50642,53954,3
2007.9.24,37841,41212,39626,43311,3
2007.9.25,45967,29468,39680,40548,3
2007.9.26,60445,32383,42974,45584,3
2007.9.27,53983,32699,40485,45561,0
2007.9.28,44040,35284,40533,46091,0
2007.9.29,45810,39640,43458,43127,1
2007.9.30,54528,37140,50554,51347,1
2007.10.1,43082,32928,35032,43741,0
2007.10.2,37256,34620,41420,38566,0
2007.10.3,40397,42622,37567,43698,1
2007.10.4,36474,37604,36339,41251,0
2007.10.5,37223,40273,37963,41891,0
2007.10.6,42227,40813,42976,41649,1
2007.10.7,48672,46480,50095,50957,1
2007.10.8,39822,47293,34340,44143,0
2007.10.9,34955,40784,40721,38338,0
2007.10.10,35238,41482,36973,41968,0
2007.10.11,38985,42931,36026,41769,0
2007.10.12,46337,46233,38845,41960,0
2007.10.13,45047,41304,41469,41150,1
2007.10.14,50166,43281,49459,49735,1
2007.10.15,43474,45670,34217,43801,0
2007.10.16,38033,41066,40197,37750,0
2007.10.17,39098,42142,37028,41642,0
2007.10.18,41395,44603,35315,41396,0
2007.10.19,48031,46327,38602,42649,0
2007.10.20,48793,42955,42309,41215,1
2007.10.21,50949,46383,48660,50384,1
2007.10.22,44248,47694,34889,43384,0
2007.10.23,36212,41679,39477,37824,0
2007.10.24,37114,41380,36630,41896,0
2007.10.25,42421,46147,35446,40807,0
2007.10.26,46908,47663,37080,41765,0
2007.10.27,48361,44027,42467,41176,1
2007.10.28,52087,46667,49115,50578,1
2007.10.29,45760,46777,34651,43728,0
2007.10.30,38127,37984,41105,37327,0
2007.10.31,37340,40456,36180,42179,0
2007.11.1,39571,42522,41205,42015,0
2007.11.2,43998,45865,45013,47442,0
2007.11.3,43356,39493,41658,39882,1
2007.11.4,49433,42840,47632,49739,1
2007.11.5,41416,44623,42570,43355,0
2007.11.6,36437,37624,35838,37223,0
2007.11.7,35777,41005,36085,40071,0
2007.11.8,38282,43364,40649,41297,0
2007.11.9,44748,47418,44712,47625,0
2007.11.10,46134,40996,42574,40335,1
2007.11.11,51627,44237,47667,50161,1
2007.11.12,43666,42931,42310,42836,0
2007.11.13,34708,37565,35715,37173,0
2007.11.14,34083,40471,35471,40507,0
2007.11.15,39102,43346,41002,41761,0
2007.11.16,45814,47390,45298,47250,0
2007.11.17,46165,39958,40900,39434,1
2007.11.18,52358,42828,48468,49677,1
2007.11.19,43123,44820,41758,43509,0
2007.11.20,37002,37517,36464,36967,0
2007.11.21,36087,39890,35629,40329,0
2007.11.22,40101,42856,41109,41876,0
2007.11.23,43489,46281,45080,47737,0
2007.11.24,41671,39905,41647,39527,1
2007.11.25,51888,43167,49141,50182,1
2007.11.26,44360,43368,41848,42784,0
2007.11.27,38637,37195,35294,37446,0
2007.11.28,37873,38609,35981,39648,0
2007.11.29,40143,41613,41434,42008,0
2007.11.30,42493,45478,43815,46495,0
2007.12.1,43269,39115,42387,41130,1
2007.12.2,48237,38747,48359,49802,1
2007.12.3,40381,38603,40051,38329,0
2007.12.4,34641,33639,33148,36050,0
2007.12.5,35164,39482,33638,39692,0
2007.12.6,37222,40705,37970,40438,0
2007.12.7,41964,44727,40191,42293,0
2007.12.8,43750,39685,41759,40504,1
2007.12.9,50123,41058,49146,50326,1
2007.12.10,40968,40230,39930,37277,0
2007.12.11,36380,34944,34257,36522,0
2007.12.12,35762,38491,33100,38612,0
2007.12.13,40216,42241,37690,40810,0
2007.12.14,43996,46324,40263,42724,0
2007.12.15,46149,42878,42186,40480,1
2007.12.16,49627,42159,47771,50276,1
2007.12.17,43592,39305,40795,38716,0
2007.12.18,40845,37470,33787,36836,0
2007.12.19,40567,45335,33545,39560,1
2007.12.20,40122,42292,36851,39474,0
2007.12.21,41993,46934,40451,43397,0
2007.12.22,47153,50240,42979,43788,1
2007.12.23,46672,41837,49544,52204,1
2007.12.24,41556,33246,41728,39206,0
2007.12.25,44963,31750,34908,37631,1
2007.12.26,40408,38835,34323,38627,0
2007.12.27,37511,43131,38379,41793,0
2007.12.28,36790,49738,41430,44751,0
2007.12.29,39795,51614,43780,42035,1
2007.12.30,41945,47104,50778,53362,1
2007.12.31,39793,34044,41334,39028,0
2008.1.1,43756,35742,40633,40163,1
2008.1.2,41978,43481,38140,46744,0
2008.1.3,36409,48117,33908,47337,0
2008.1.4,31871,48960,29239,47525,0
2008.1.5,35621,46418,44198,41523,1
2008.1.6,43973,49396,48295,43178,1
2008.1.7,38405,45045,37782,44774,0
2008.1.8,35143,46034,39339,42276,0
2008.1.9,33701,45864,36888,46765,0
2008.1.10,38147,48699,34489,45969,0
2008.1.11,38897,49219,29063,47178,0
2008.1.12,45968,47066,45799,42793,1
2008.1.13,52295,46247,48412,43172,1
2008.1.14,46237,50144,37161,49582,0
2008.1.15,41574,46759,40541,40309,0
2008.1.16,41147,48774,36544,46298,0
2008.1.17,45991,50782,34778,47188,0
2008.1.18,48319,52925,30035,48828,0
2008.1.19,50170,45905,44363,41301,1
2008.1.20,56877,47554,48528,42739,1
2008.1.21,53031,48256,37673,49939,0
2008.1.22,45285,41359,39434,39084,0
2008.1.23,44286,45674,36796,46769,0
2008.1.24,46483,48353,35144,47823,0
2008.1.25,49338,50271,29621,48453,0
2008.1.26,50149,44775,44187,40788,1
2008.1.27,56018,45144,47942,42149,1
2008.1.28,50431,43330,35570,47152,0
2008.1.29,47780,35513,39934,39266,0
2008.1.30,47271,39504,36925,46512,0
2008.1.31,51236,44101,34819,47474,0
2008.2.1,47617,44740,45658,46732,0
2008.2.2,48851,45307,43640,40972,1
2008.2.3,52253,41558,48536,42717,1
2008.2.4,45000,36938,48626,39600,0
2008.2.5,39377,47864,42693,37978,0
2008.2.6,37005,54078,38935,50593,2
2008.2.7,35429,40980,34340,48857,2
2008.2.8,48260,39172,47572,48511,2
2008.2.9,57635,31083,48861,41957,2
2008.2.10,62896,35797,51356,42950,2
2008.2.11,54733,42878,49187,41352,0
2008.2.12,44326,42020,43112,36295,0
2008.2.13,38908,44262,41157,40167,0
2008.2.14,35863,47046,46170,46372,0
2008.2.15,36532,50821,45251,46631,0
2008.2.16,41802,48264,44155,40914,1
2008.2.17,48817,53032,47263,42726,1
2008.2.18,44463,50035,47813,39648,0
2008.2.19,42646,42382,42563,35589,0
2008.2.20,40896,46857,40930,40103,0
2008.2.21,46641,51130,46749,47439,0
2008.2.22,47327,51568,45254,46031,0
2008.2.23,49360,46761,44179,39038,1
2008.2.24,56809,49419,47235,42019,1
2008.2.25,52643,46068,47012,39683,0
2008.2.26,49416,40582,42636,35611,0
2008.2.27,48137,42872,41375,39867,0
2008.2.28,50738,45497,46117,46960,0
2008.2.29,49842,44452,45526,46175,0
2008.3.1,50027,39320,44792,38252,1
2008.3.2,55652,38800,48059,40442,1
2008.3.3,42382,37147,45950,40316,0
2008.3.4,34473,33012,35640,37740,0
2008.3.5,34975,37233,37237,39876,0
2008.3.6,37069,38812,37549,41401,0
2008.3.7,40281,42152,38404,44865,0
2008.3.8,41541,36045,43120,37861,1
2008.3.9,47639,37634,46077,39847,1
2008.3.10,39472,38687,44224,40089,0
2008.3.11,34788,35830,35755,37519,0
2008.3.12,35819,39767,36980,40215,0
2008.3.13,38673,40887,37612,41417,0
2008.3.14,40790,43365,38321,45393,0
2008.3.15,44357,37470,43583,37995,1
2008.3.16,48090,39076,45070,39468,1
2008.3.17,40962,40173,44310,40030,0
2008.3.18,35364,35621,35369,37769,0
2008.3.19,36956,36287,36611,39300,0
2008.3.20,41803,41676,37527,41759,0
2008.3.21,41594,43388,38565,45163,0
2008.3.22,40656,36870,42563,37243,1
2008.3.23,45872,38108,45444,38682,1
2008.3.24,39993,42270,44492,40113,0
2008.3.25,36900,39200,35230,37424,0
2008.3.26,37096,41250,37348,39969,0
2008.3.27,39101,44069,36689,40959,0
2008.3.28,43005,45501,38732,45075,0
2008.3.29,43092,40631,42774,37059,1
2008.3.30,47396,42130,46105,40466,1
2008.3.31,39877,42280,45110,40307,0
2008.4.1,36384,38244,35490,33882,0
2008.4.2,33752,37291,33876,33936,0
2008.4.3,37861,37767,34978,38602,0
2008.4.4,38486,40670,35739,40042,0
2008.4.5,38071,37928,43030,38552,1
2008.4.6,45605,38368,46953,39593,1
2008.4.7,36812,37459,38551,35830,0
2008.4.8,32084,33018,34867,32584,0
2008.4.9,35799,41010,34621,35382,1
2008.4.10,36796,40109,35173,38936,0
2008.4.11,40117,44652,35941,40255,0
2008.4.12,44167,38128,43464,37895,1
2008.4.13,50138,42523,46140,40495,1
2008.4.14,43417,43799,40692,36632,0
2008.4.15,35206,40897,35164,33716,0
2008.4.16,34999,41153,34708,34479,0
2008.4.17,37038,44049,33945,38395,0
2008.4.18,46477,46199,37313,40460,0
2008.4.19,45733,38784,43190,37771,1
2008.4.20,50466,42230,46530,40062,1
2008.4.21,43146,45886,39887,37104,0
2008.4.22,37605,39502,36535,33878,0
2008.4.23,36858,39534,34193,34562,0
2008.4.24,39025,43757,34566,38637,0
2008.4.25,43204,46519,34596,39645,0
2008.4.26,47550,42441,45112,39549,1
2008.4.27,49774,40330,47449,40145,1
2008.4.28,39625,40506,39593,36642,0
2008.4.29,36315,40112,35884,34465,0
2008.4.30,39969,44853,35580,35337,0
2008.5.1,42255,48744,41122,53181,0
2008.5.2,39710,46607,35146,43813,0
2008.5.3,44148,47717,44842,39951,1
2008.5.4,45410,47874,47241,41550,1
2008.5.5,56168,41282,43788,38314,1
2008.5.6,44675,38837,31386,38615,0
2008.5.7,38286,38738,38515,31173,0
2008.5.8,36108,42383,39952,36466,0
2008.5.9,37292,52366,35154,44257,0
2008.5.10,41898,52196,45338,41218,1
2008.5.11,45837,42866,46399,41275,1
2008.5.12,59918,33237,44911,36808,1
2008.5.13,49412,33461,31175,38077,0
2008.5.14,41486,36672,38066,30704,0
2008.5.15,37058,39413,39527,36005,0
2008.5.16,40281,42426,34400,40919,0
2008.5.17,43266,38311,43827,38801,1
2008.5.18,45924,38981,46597,40160,1
2008.5.19,39895,41811,34328,43659,0
2008.5.20,34432,36775,30018,36948,0
2008.5.21,34151,38351,38422,30770,0
2008.5.22,36359,39373,37998,36332,0
2008.5.23,43645,43137,34442,41357,0
2008.5.24,44642,37315,44691,37698,1
2008.5.25,47127,40851,45715,40654,1
2008.5.26,39801,39873,34064,42551,0
2008.5.27,34975,36906,29207,36422,0
2008.5.28,36209,38777,37607,29803,0
2008.5.29,36972,38418,37580,35035,0
2008.5.30,42015,41697,33295,40150,0
2008.5.31,42349,37952,43446,37562,1
2008.6.1,43367,39599,45804,40604,1
2008.6.2,37070,37588,36618,36615,0
2008.6.3,32340,36991,36987,37719,0
2008.6.4,31684,45362,33621,38403,0
2008.6.5,36261,51980,40400,39573,0
2008.6.6,40606,50670,33836,42372,1
2008.6.7,47403,33266,43551,37429,1
2008.6.8,59176,34193,49499,41281,1
2008.6.9,49597,37736,38820,37498,0
2008.6.10,38373,35305,37011,37975,0
2008.6.11,35276,37699,33592,37244,0
2008.6.12,38224,39467,38335,36564,0
2008.6.13,41148,42346,40309,43116,0
2008.6.14,44485,39964,43825,38087,1
2008.6.15,47741,40685,45106,39178,1
2008.6.16,41631,42014,38177,38163,0
2008.6.17,34893,36363,37001,37928,0
2008.6.18,35020,40586,34427,37464,0
2008.6.19,37886,42545,39063,36418,0
2008.6.20,43011,43481,40971,43493,0
2008.6.21,44223,39740,43365,37858,1
2008.6.22,46972,42795,44928,39754,1
2008.6.23,40843,46263,37659,38118,0
2008.6.24,37238,40996,37510,38105,0
2008.6.25,37788,43467,33503,37703,0
2008.6.26,41324,44043,40129,36418,0
2008.6.27,44954,45065,40781,42701,0
2008.6.28,47644,42327,43884,38321,1
2008.6.29,47514,43305,45030,39876,1
2008.6.30,43585,45109,37831,37862,0
2008.7.1,37819,38202,40354,38429,0
2008.7.2,38477,39022,38914,41290,0
2008.7.3,39558,41442,38851,42497,0
2008.7.4,41943,40858,39341,43746,0
2008.7.5,45401,42167,44587,39417,1
2008.7.6,45611,40886,46305,39759,1
2008.7.7,39907,41749,41869,40555,0
2008.7.8,35130,38964,38204,37584,0
2008.7.9,37784,42424,38972,41062,0
2008.7.10,39837,45941,39075,42933,0
2008.7.11,41644,44488,39849,44037,0
2008.7.12,44744,43674,44336,39265,1
2008.7.13,47991,42475,46234,40298,1
2008.7.14,42524,42611,42127,41539,0
2008.7.15,38217,39898,39940,37983,0
2008.7.16,39622,42243,38669,40944,0
2008.7.17,39944,44253,38949,43370,0
2008.7.18,42136,43955,40427,45459,0
2008.7.19,46753,45892,45431,40043,1
2008.7.20,48044,46867,46877,41206,1
2008.7.21,41826,48083,43035,42744,0
2008.7.22,37853,44977,41100,38760,0
2008.7.23,40156,43577,40012,42244,0
2008.7.24,40783,45685,40305,44675,0
2008.7.25,42196,47096,41130,46373,0
2008.7.26,47009,50885,47064,40858,1
2008.7.27,45868,49809,47214,42564,1
2008.7.28,41853,47576,44250,43352,0
2008.7.29,40531,44814,41970,40537,0
2008.7.30,43577,48970,40807,43130,0
2008.7.31,44931,50521,41070,45387,0
2008.8.1,44884,50231,55184,48542,0
2008.8.2,51303,50013,47482,41390,1
2008.8.3,55345,49119,49137,42612,1
2008.8.4,48944,47005,56056,47991,0
2008.8.5,44844,43623,47548,43069,0
2008.8.6,46229,44152,45844,54432,0
2008.8.7,44906,44541,47498,51441,0
2008.8.8,44512,42655,53173,45891,0
2008.8.9,50379,46260,46594,40965,1
2008.8.10,52270,44884,47970,42456,1
2008.8.11,43642,42155,53728,46416,0
2008.8.12,41881,42372,46375,42517,0
2008.8.13,43324,44003,46562,54884,0
2008.8.14,44210,49261,48117,53109,0
2008.8.15,46309,50509,54946,48051,1
2008.8.16,51649,44120,47713,41002,1
2008.8.17,59307,44650,50408,43041,1
2008.8.18,50937,45337,54444,47635,0
2008.8.19,46092,40765,45859,42209,0
2008.8.20,45937,43423,46257,53282,0
2008.8.21,44055,44074,47202,50913,0
2008.8.22,44829,41441,50765,43223,0
2008.8.23,49323,46135,45266,41119,1
2008.8.24,52169,44208,47905,41718,1
2008.8.25,46774,44748,53875,45669,0
2008.8.26,41533,41104,44935,41080,0
2008.8.27,41823,45063,44924,53344,0
2008.8.28,40859,42137,46678,49606,0
2008.8.29,41222,41324,51673,45271,0
2008.8.30,43018,41810,44739,39138,1
2008.8.31,45923,38054,46324,40689,1
2008.9.1,38977,39388,38159,41828,0
2008.9.2,33775,34876,34781,38170,0
2008.9.3,33803,36877,33738,40429,0
2008.9.4,32796,35549,35620,41143,0
2008.9.5,38161,35869,41502,42651,0
2008.9.6,40038,33446,43227,37285,1
2008.9.7,41992,33537,43959,38344,1
2008.9.8,34872,30978,35659,40334,0
2008.9.9,31220,27390,33299,37336,0
2008.9.10,32906,31325,33034,39102,0
2008.9.11,34394,35501,35122,40631,0
2008.9.12,34377,43507,41948,44587,0
2008.9.13,30277,38130,40485,43232,3
