date,arrival,departure,slot_arrival,slot_departure
2008.3.6,37069,38812,,
2008.3.7,40281,42152,,
2008.3.8,41541,36045,,
2008.3.9,47639,37634,,
2008.3.10,39472,38687,,
2008.3.11,34788,35830,,
2008.3.12,35819,39767,,
2008.3.13,38673,40887,,
2008.3.14,40790,43365,,
2008.3.15,44357,37470,,
2008.3.16,48090,39076,,
2008.3.17,40962,40173,,
2008.3.18,35364,35621,,
2008.3.19,36956,36287,,
2008.3.20,41803,41676,,
2008.3.21,41594,43388,,
2008.3.22,40656,36870,,
2008.3.23,45872,38108,,
2008.3.24,39993,42270,,
2008.3.25,36900,39200,,
2008.3.26,37096,41250,,
2008.3.27,39101,44069,,
2008.3.28,43005,45501,,
2008.3.29,43092,40631,,
2008.3.30,47396,42130,,
2008.3.31,39877,42280,,
2008.4.1,36384,38244,,
2008.4.2,33752,37291,,
2008.4.3,37861,37767,,
2008.4.4,38486,40670,,
2008.4.5,38071,37928,,
2008.4.6,45605,38368,,
2008.4.7,36812,37459,,
2008.4.8,32084,33018,,
2008.4.9,35799,41010,,
2008.4.10,36796,40109,,
2008.4.11,40117,44652,,
2008.4.12,44167,38128,,
2008.4.13,50138,42523,,
2008.4.14,43417,43799,,
2008.4.15,35206,40897,,
2008.4.16,34999,41153,,
2008.4.17,37038,44049,,
2008.4.18,46477,46199,,
2008.4.19,45733,38784,,
2008.4.20,50466,42230,,
2008.4.21,43146,45886,,
2008.4.22,37605,39502,,
2008.4.23,36858,39534,,
2008.4.24,39025,43757,,
2008.4.25,43204,46519,,
2008.4.26,47550,42441,,
2008.4.27,49774,40330,,
2008.4.28,39625,40506,,
2008.4.29,36315,40112,,
2008.4.30,39969,44853,,
2008.5.1,42255,48744,,
2008.5.2,39710,46607,,
2008.5.3,44148,47717,,
2008.5.4,45410,47874,,
2008.5.5,56168,41282,,
2008.5.6,44675,38837,,
2008.5.7,38286,38738,,
2008.5.8,36108,42383,,
2008.5.9,37292,52366,,
2008.5.10,41898,52196,,
2008.5.11,45837,42866,,
2008.5.12,59918,33237,,
2008.5.13,49412,33461,,
2008.5.14,41486,36672,,
2008.5.15,37058,39413,,
2008.5.16,40281,42426,,
2008.5.17,43266,38311,,
2008.5.18,45924,38981,,
2008.5.19,39895,41811,,
2008.5.20,34432,36775,,
2008.5.21,34151,38351,,
2008.5.22,36359,39373,,
2008.5.23,43645,43137,,
2008.5.24,44642,37315,,
2008.5.25,47127,40851,,
2008.5.26,39801,39873,,
2008.5.27,34975,36906,,
2008.5.28,36209,38777,,
2008.5.29,36972,38418,,
2008.5.30,42015,41697,,
2008.5.31,42349,37952,,
2008.6.1,43367,39599,,
2008.6.2,37070,37588,,
2008.6.3,32340,36991,,
2008.6.4,31684,45362,,
2008.6.5,36261,51980,,
2008.6.6,40606,50670,,
2008.6.7,47403,33266,,
2008.6.8,59176,34193,,
2008.6.9,49597,37736,,
2008.6.10,38373,35305,,
2008.6.11,35276,37699,,
2008.6.12,38224,39467,,
2008.6.13,41148,42346,,
2008.6.14,44485,39964,,
2008.6.15,47741,40685,,
2008.6.16,41631,42014,,
2008.6.17,34893,36363,,
2008.6.18,35020,40586,,
2008.6.19,37886,42545,,
2008.6.20,43011,43481,,
2008.6.21,44223,39740,,
2008.6.22,46972,42795,,
2008.6.23,40843,46263,,
2008.6.24,37238,40996,,
2008.6.25,37788,43467,,
2008.6.26,41324,44043,,
2008.6.27,44954,45065,,
2008.6.28,47644,42327,,
2008.6.29,47514,43305,,
2008.6.30,43585,45109,,
2008.7.1,37819,38202,,
2008.7.2,38477,39022,,
2008.7.3,39558,41442,,
2008.7.4,41943,40858,,
2008.7.5,45401,42167,,
2008.7.6,45611,40886,,
2008.7.7,39907,41749,,
2008.7.8,35130,38964,,
2008.7.9,37784,42424,,
2008.7.10,39837,45941,,
2008.7.11,41644,44488,,
2008.7.12,44744,43674,,
2008.7.13,47991,42475,,
2008.7.14,42524,42611,,
2008.7.15,38217,39898,,
2008.7.16,39622,42243,,
2008.7.17,39944,44253,,
2008.7.18,42136,43955,,
2008.7.19,46753,45892,,
2008.7.20,48044,46867,,
2008.7.21,41826,48083,,
2008.7.22,37853,44977,,
2008.7.23,40156,43577,,
2008.7.24,40783,45685,,
2008.7.25,42196,47096,,
2008.7.26,47009,50885,,
2008.7.27,45868,49809,,
2008.7.28,41853,47576,,
2008.7.29,40531,44814,,
2008.7.30,43577,48970,,
2008.7.31,44931,50521,,
2008.8.1,44884,50231,,
2008.8.2,51303,50013,,
2008.8.3,55345,49119,,
2008.8.4,48944,47005,,
2008.8.5,44844,43623,,
2008.8.6,46229,44152,,
2008.8.7,44906,44541,,
2008.8.8,44512,42655,,
2008.8.9,50379,46260,,
2008.8.10,52270,44884,,
2008.8.11,43642,42155,,
2008.8.12,41881,42372,,
2008.8.13,43324,44003,,
2008.8.14,44210,49261,,
2008.8.15,46309,50509,,
2008.8.16,51649,44120,,
2008.8.17,59307,44650,,
2008.8.18,50937,45337,,
2008.8.19,46092,40765,,
2008.8.20,45937,43423,,
2008.8.21,44055,44074,,
2008.8.22,44829,41441,,
2008.8.23,49323,46135,,
2008.8.24,52169,44208,,
2008.8.25,46774,44748,,
2008.8.26,41533,41104,,
2008.8.27,41823,45063,,
2008.8.28,40859,42137,,
2008.8.29,41222,41324,,
2008.8.30,43018,41810,,
2008.8.31,45923,38054,,
2008.9.1,38977,39388,,
2008.9.2,33775,34876,,
2008.9.3,33803,36877,,
2008.9.4,32796,35549,,
2008.9.5,38161,35869,,
2008.9.6,40038,33446,,
2008.9.7,41992,33537,,
2008.9.8,34872,30978,,
2008.9.9,31220,27390,,
2008.9.10,32906,31325,,
2008.9.11,34394,35501,,
2008.9.12,34377,43507,,
2008.9.13,30277,38130,,
2008.9.14,22733,24657,,
2008.9.15,39738,30977,,
2008.9.16,40099,30716,,
2008.9.17,34799,36808,,
2008.9.18,30909,37167,,
2008.9.19,31675,37823,,
2008.9.20,38523,36691,,
2008.9.21,40696,37740,,
2008.9.22,35648,41267,,
2008.9.23,36090,38070,,
2008.9.24,36114,40583,,
2008.9.25,38681,40365,,
2008.9.26,44520,43287,,
2008.9.27,46310,39517,,
2008.9.28,47876,39244,,
2008.9.29,43123,40143,,
2008.9.30,39947,37773,,
2008.10.1,37547,41753,,
2008.10.2,35118,47900,,
2008.10.3,36980,51070,,
2008.10.4,42360,39432,,
2008.10.5,54981,44818,,
2008.10.6,44493,40109,,
2008.10.7,34305,35872,,
2008.10.8,35888,37784,,
2008.10.9,34940,37974,,
2008.10.10,40333,41360,,
2008.10.11,42089,37957,,
2008.10.12,45297,40013,,
2008.10.13,37801,43893,,
2008.10.14,33983,36015,,
2008.10.15,34497,37802,,
2008.10.16,37836,38416,,
2008.10.17,44443,40442,,
2008.10.18,44770,36885,,
2008.10.19,45600,41216,,
2008.10.20,38406,44171,,
2008.10.21,33609,36634,,
2008.10.22,34912,37943,,
2008.10.23,40827,36884,,
2008.10.24,44514,39878,,
2008.10.25,43416,37297,,
2008.10.26,43816,39830,,
2008.10.27,37253,40850,,
2008.10.28,32789,35025,,
2008.10.29,33600,36094,,
2008.10.30,36752,37395,,
2008.10.31,40069,38200,,
2008.11.1,40795,33705,,
2008.11.2,40025,36469,,
2008.11.3,33283,41667,,
2008.11.4,29874,33787,,
2008.11.5,31708,33762,,
2008.11.6,31288,35281,,
2008.11.7,39290,38288,,
2008.11.8,39382,33967,,
2008.11.9,42454,38114,,
2008.11.10,34171,35075,,
2008.11.11,31004,31335,,
2008.11.12,30033,32039,,
2008.11.13,31547,33593,,
2008.11.14,37641,36388,,
2008.11.15,39668,36114,,
2008.11.16,41403,40408,,
2008.11.17,32093,38889,,
2008.11.18,29875,33251,,
2008.11.19,30259,34074,,
2008.11.20,32882,35248,,
2008.11.21,38934,35983,,
2008.11.22,40781,34382,,
2008.11.23,41732,36408,,
2008.11.24,34142,39168,,
2008.11.25,30737,34838,,
2008.11.26,30418,31534,,
2008.11.27,32409,33700,,
2008.11.28,38073,35562,,
2008.11.29,38945,35177,,
2008.11.30,40389,36327,,
2008.12.1,33069,32421,,
2008.12.2,30478,29695,,
2008.12.3,29663,31590,,
2008.12.4,30714,32306,,
2008.12.5,33637,34040,,
2008.12.6,36673,32269,,
2008.12.7,38168,35432,,
2008.12.8,31894,33933,,
2008.12.9,29894,29883,,
2008.12.10,31864,33712,,
2008.12.11,33245,32570,,
2008.12.12,36255,35371,,
2008.12.13,38602,37117,,
2008.12.14,40122,39169,,
2008.12.15,34168,38095,,
2008.12.16,33165,35699,,
2008.12.17,33793,35451,,
2008.12.18,38571,37547,,
2008.12.19,39291,37422,,
2008.12.20,44651,38115,,
2008.12.21,40793,37086,,
2008.12.22,35458,35656,,
2008.12.23,35873,38894,,
2008.12.24,34661,37235,,
2008.12.25,35994,37961,,
2008.12.26,34714,36745,,
2008.12.27,38450,38829,,
2008.12.28,45393,39615,,
2008.12.29,37555,38066,,
2008.12.30,35726,38648,,
2008.12.31,35315,40902,,
2009.1.1,28695,39568,,
2009.1.2,29502,39941,,
2009.1.3,38250,43956,,
2009.1.4,47645,47097,,
2009.1.5,36051,45226,,
2009.1.6,30689,41164,,
2009.1.7,30639,41806,,
2009.1.8,31640,44006,,
2009.1.9,33580,39030,,
2009.1.10,39667,38143,,
2009.1.11,40202,40075,,
2009.1.12,37856,44015,,
2009.1.13,35440,37998,,
2009.1.14,36561,39506,,
2009.1.15,39845,42552,,
2009.1.16,43337,40244,,
2009.1.17,45523,39577,,
2009.1.18,46737,39187,,
2009.1.19,42811,38481,,
2009.1.20,41047,34361,,
2009.1.21,40152,35031,,
2009.1.22,42473,40075,,
2009.1.23,43883,46749,,
2009.1.24,42798,51190,,
2009.1.25,35359,39036,,
2009.1.26,33794,25732,,
2009.1.27,46690,28687,,
2009.1.28,45454,34840,,
2009.1.29,39853,38778,,
2009.1.30,38516,42713,,
2009.1.31,42030,45351,,
2009.2.1,45523,47875,,
2009.2.2,39938,42179,,
2009.2.3,37789,39960,,
2009.2.4,34459,39716,,
2009.2.5,36335,41703,,
2009.2.6,35501,40359,,
2009.2.7,41022,38820,,
2009.2.8,43623,40522,,
2009.2.9,37320,37478,,
2009.2.10,36510,36318,,
2009.2.11,36491,37578,,
2009.2.12,35536,41357,,
2009.2.13,38326,40315,,
2009.2.14,42182,43012,,
2009.2.15,46735,44231,,
2009.2.16,41507,41532,,
2009.2.17,40898,37249,,
2009.2.18,38122,38576,,
2009.2.19,41728,44184,,
2009.2.20,42522,44424,,
2009.2.21,46791,41433,,
2009.2.22,49551,43019,,
2009.2.23,45344,41051,,
2009.2.24,44649,36728,,
2009.2.25,41236,38040,,
2009.2.26,44818,41286,,
2009.2.27,44947,37417,,
2009.2.28,48141,36377,,
2009.3.1,48746,35890,,
2009.3.2,37972,32015,,
2009.3.3,33528,31285,,
2009.3.4,30830,32615,,
2009.3.5,33229,36738,,
2009.3.6,34101,35247,,
2009.3.7,37389,32581,,
2009.3.8,40329,35291,,
2009.3.9,34022,32083,,
2009.3.10,32966,30601,,
2009.3.11,31442,32733,,
2009.3.12,32384,35253,,
2009.3.13,35967,36046,,
2009.3.14,38208,33794,,
2009.3.15,43196,38930,,
2009.3.16,35820,35996,,
2009.3.17,32740,32733,,
2009.3.18,32462,33444,,
2009.3.19,36151,37448,,
2009.3.20,39660,42617,,
2009.3.21,36853,37043,,
2009.3.22,41726,42012,,
2009.3.23,34391,34991,,
2009.3.24,33317,33559,,
2009.3.25,34351,34705,,
2009.3.26,38902,38030,,
2009.3.27,38703,41036,,
2009.3.28,41038,39305,,
2009.3.29,45918,41021,,
2009.3.30,37510,38450,,
2009.3.31,33748,36329,,
2009.4.1,34829,34707,,
2009.4.2,34211,35711,,
2009.4.3,38139,37116,,
2009.4.4,38982,33883,,
2009.4.5,41137,34256,,
2009.4.6,36255,35640,,
2009.4.7,30892,30480,,
2009.4.8,32982,32944,,
2009.4.9,36515,36297,,
2009.4.10,40282,39853,,
2009.4.11,39402,36966,,
2009.4.12,42270,40339,,
2009.4.13,37235,39662,,
2009.4.14,31498,36287,,
2009.4.15,34000,41408,,
2009.4.16,36843,41488,,
2009.4.17,38372,44115,,
2009.4.18,41007,41270,,
2009.4.19,44373,42962,,
2009.4.20,42113,41739,,
2009.4.21,34207,36134,,
2009.4.22,33519,38336,,
2009.4.23,35625,41090,,
2009.4.24,39353,42871,,
2009.4.25,41946,40989,,
2009.4.26,45277,41631,,
2009.4.27,37450,38454,,
2009.4.28,32745,34005,,
2009.4.29,37417,41734,,
2009.4.30,41335,49630,,
2009.5.1,45022,54546,,
2009.5.2,42414,49534,,
2009.5.3,44166,41585,,
2009.5.4,45656,41691,,
2009.5.5,52388,34173,,
2009.5.6,41772,34765,,
2009.5.7,32708,33648,,
2009.5.8,32103,32339,,
2009.5.9,35009,34298,,
2009.5.10,40707,34538,,
2009.5.11,35957,34748,,
2009.5.12,28786,30215,,
2009.5.13,29870,33323,,
2009.5.14,30333,34826,,
2009.5.15,35174,35776,,
2009.5.16,36699,35456,,
2009.5.17,38845,34072,,
2009.5.18,35102,33702,,
2009.5.19,27951,28448,,
2009.5.20,30824,32587,,
2009.5.21,32087,33078,,
2009.5.22,34689,33918,,
2009.5.23,35587,33480,,
2009.5.24,37402,31690,,
2009.5.25,33090,32073,,
2009.5.26,28930,27485,,
2009.5.27,31640,29610,,
2009.5.28,33305,30976,,
2009.5.29,31778,31301,,
2009.5.30,33834,34288,,
2009.5.31,35504,33719,,
2009.6.1,30794,33089,,
2009.6.2,26627,27161,,
2009.6.3,28206,30561,,
2009.6.4,27511,33248,,
2009.6.5,32016,35147,,
2009.6.6,34112,32417,,
2009.6.7,39905,30076,,
2009.6.8,35332,32330,,
2009.6.9,27921,27115,,
2009.6.10,30742,30895,,
2009.6.11,29966,33361,,
2009.6.12,34344,33558,,
2009.6.13,36396,34853,,
2009.6.14,39058,34514,,
2009.6.15,34848,34282,,
2009.6.16,28974,29612,,
2009.6.17,32301,33705,,
2009.6.18,33411,35932,,
2009.6.19,37157,37076,,
2009.6.20,39949,38461,,
2009.6.21,41440,37437,,
2009.6.22,36654,43842,,
2009.6.23,31092,36026,,
2009.6.24,33068,38581,,
2009.6.25,35342,41995,,
2009.6.26,41174,42805,,
2009.6.27,43191,40931,,
2009.6.28,45133,40872,,
2009.6.29,41908,41820,,
2009.6.30,37321,39116,,
2009.7.1,37322,36653,,
2009.7.2,34293,38602,,
2009.7.3,39799,40073,,
2009.7.4,42672,40554,,
2009.7.5,42878,38011,,
2009.7.6,38742,40663,,
2009.7.7,34063,37127,,
2009.7.8,36328,39762,,
2009.7.9,36210,42561,,
2009.7.10,41367,43907,,
2009.7.11,44094,43444,,
2009.7.12,47300,41876,,
2009.7.13,41288,42556,,
2009.7.14,38414,39438,,
2009.7.15,40971,44342,,
2009.7.16,39145,44692,,
2009.7.17,42237,45320,,
2009.7.18,46495,46357,,
2009.7.19,47420,44073,,
2009.7.20,43892,48302,,
2009.7.21,37100,40586,,
2009.7.22,38392,43365,,
2009.7.23,38720,46405,,
2009.7.24,42623,44009,,
2009.7.25,46858,48094,,
2009.7.26,47535,46114,,
2009.7.27,42104,45483,,
2009.7.28,37422,41519,,
2009.7.29,41638,46872,,
2009.7.30,42713,49803,,
2009.7.31,45645,52292,,
2009.8.1,47999,55039,,
2009.8.2,51874,52153,,
2009.8.3,48591,49484,,
2009.8.4,46021,42922,,
2009.8.5,50133,45366,,
2009.8.6,47959,45151,,
2009.8.7,48499,42581,,
2009.8.8,54027,50307,,
2009.8.9,54551,44262,,
2009.8.10,50403,45326,,
2009.8.11,43095,40061,,
2009.8.12,46737,45925,,
2009.8.13,45265,46815,,
2009.8.14,45444,48370,,
2009.8.15,49375,51199,,
2009.8.16,56200,48832,,
2009.8.17,52888,49577,,
2009.8.18,45927,42521,,
2009.8.19,48233,46361,,
2009.8.20,46503,47885,,
2009.8.21,47575,47278,,
2009.8.22,50889,48511,,
2009.8.23,52790,45293,,
2009.8.24,49969,46855,,
2009.8.25,44027,41834,,
2009.8.26,45535,44778,,
2009.8.27,42421,45146,,
2009.8.28,44380,42087,,
2009.8.29,44031,43018,,
2009.8.30,45692,39570,,
2009.8.31,40416,41123,,
2009.9.1,34169,36608,,
2009.9.2,34528,37529,,
2009.9.3,32672,38212,,
2009.9.4,35860,39408,,
2009.9.5,37902,40029,,
2009.9.6,42700,37234,,
2009.9.7,36412,37511,,
2009.9.8,31620,33760,,
2009.9.9,33288,36376,,
2009.9.10,33427,38816,,
2009.9.11,36905,38833,,
2009.9.12,38625,38796,,
2009.9.13,42934,37027,,
2009.9.14,38488,37252,,
2009.9.15,32764,33816,,
2009.9.16,36864,36807,,
2009.9.17,36717,37127,,
2009.9.18,41821,39383,,
2009.9.19,45932,36565,,
2009.9.20,45528,34456,,
2009.9.21,40051,38564,,
2009.9.22,33502,37385,,
2009.9.23,37760,40431,,
2009.9.24,35410,37425,,
2009.9.25,39339,39227,,
2009.9.26,42129,38032,,
2009.9.27,44262,37299,,
2009.9.28,39469,36426,,
2009.9.29,35375,32820,,
2009.9.30,40548,38626,,
2009.10.1,37178,39941,,
2009.10.2,33189,37118,,
2009.10.3,30520,26293,,
2009.10.4,40502,29169,,
2009.10.5,43624,34235,,
2009.10.6,32234,33831,,
2009.10.7,31899,37959,,
2009.10.8,29912,40007,,
2009.10.9,33241,39108,,
2009.10.10,38029,38243,,
2009.10.11,39104,39194,,
2009.10.12,36996,42570,,
2009.10.13,30637,34566,,
2009.10.14,33000,36759,,
2009.10.15,34562,39107,,
2009.10.16,39853,41240,,
2009.10.17,43457,41315,,
2009.10.18,43901,41088,,
2009.10.19,40589,40398,,
2009.10.20,34599,35923,,
2009.10.21,37658,37591,,
2009.10.22,37551,38883,,
2009.10.23,45036,42546,,
2009.10.24,44182,41475,,
2009.10.25,45530,43151,,
2009.10.26,41406,43000,,
2009.10.27,34505,36151,,
2009.10.28,36552,39451,,
2009.10.29,35969,39293,,
2009.10.30,40946,43123,,
2009.10.31,42262,41304,,
2009.11.1,42169,36792,,
2009.11.2,37108,38573,,
2009.11.3,32309,35325,,
2009.11.4,32815,35062,,
2009.11.5,33875,35400,,
2009.11.6,38164,37998,,
2009.11.7,39968,37438,,
2009.11.8,43102,39372,,
2009.11.9,37155,37929,,
2009.11.10,31273,32607,,
2009.11.11,32764,36726,,
2009.11.12,33276,37175,,
2009.11.13,39604,40726,,
2009.11.14,40631,38940,,
2009.11.15,44869,41949,,
2009.11.16,38558,41932,,
2009.11.17,32027,36092,,
2009.11.18,33320,39058,,
2009.11.19,33927,37739,,
2009.11.20,41301,40490,,
2009.11.21,44398,38144,,
2009.11.22,45385,36732,,
2009.11.23,39760,41291,,
2009.11.24,34067,35641,,
2009.11.25,35603,38447,,
2009.11.26,37603,38220,,
2009.11.27,40750,40394,,
2009.11.28,41314,38755,,
2009.11.29,43793,40162,,
2009.11.30,39639,39802,,
2009.12.1,32688,31856,,
2009.12.2,34028,37350,,
2009.12.3,32600,37483,,
2009.12.4,39090,39901,,
2009.12.5,40096,38620,,
2009.12.6,43070,39503,,
2009.12.7,39780,38399,,
2009.12.8,33284,34067,,
2009.12.9,33859,38090,,
2009.12.10,36945,37617,,
2009.12.11,40568,42623,,
2009.12.12,41651,41209,,
2009.12.13,44967,42596,,
2009.12.14,41552,41510,,
2009.12.15,36227,38766,,
2009.12.16,39009,42247,,
2009.12.17,40337,43282,,
2009.12.18,44970,45471,,
2009.12.19,46866,44578,,
2009.12.20,46508,44083,,
2009.12.21,41664,42619,,
2009.12.22,38075,39900,,
2009.12.23,43029,45681,,
2009.12.24,39873,45292,,
2009.12.25,38774,49414,,
2009.12.26,41390,40964,,
2009.12.27,51693,42253,,
2009.12.28,45499,43591,,
2009.12.29,40132,41764,,
2009.12.30,42567,48012,,
2009.12.31,40869,48205,,
2010.1.1,31600,44702,,
2010.1.2,40863,42826,,
2010.1.3,51685,46777,,
2010.1.4,48059,43834,,
2010.1.5,35706,42909,,
2010.1.6,34119,47531,,
2010.1.7,31013,46803,,
2010.1.8,34861,47201,,
2010.1.9,40777,43762,,
2010.1.10,46151,44264,,
2010.1.11,40807,48051,,
2010.1.12,35161,41603,,
2010.1.13,36811,45379,,
2010.1.14,38545,47030,,
2010.1.15,43959,47998,,
2010.1.16,46316,45888,,
2010.1.17,50677,47046,,
2010.1.18,46270,47852,,
2010.1.19,38828,41996,,
2010.1.20,40990,43778,,
2010.1.21,43864,50186,,
2010.1.22,47366,49500,,
2010.1.23,47553,45402,,
2010.1.24,52642,47068,,
2010.1.25,47906,46990,,
2010.1.26,41672,40821,,
2010.1.27,44226,44469,,
2010.1.28,45654,45691,,
2010.1.29,48826,46666,,
2010.1.30,50498,43143,,
2010.1.31,50292,42498,,
2010.2.1,50210,44858,,
2010.2.2,42535,37709,,
2010.2.3,42600,42907,,
2010.2.4,43093,42595,,
2010.2.5,47756,45758,,
2010.2.6,48509,41148,,
2010.2.7,50400,39109,,
2010.2.8,47979,35820,,
2010.2.9,43548,31945,,
2010.2.10,46607,38431,,
2010.2.11,46738,42453,,
2010.2.12,45447,50278,,
2010.2.13,42211,44078,,
2010.2.14,38864,34765,,
2010.2.15,50291,38944,,
2010.2.16,48268,39492,,
2010.2.17,47749,48294,,
2010.2.18,43814,50735,,
2010.2.19,45368,53925,,
2010.2.20,46992,52840,,
2010.2.21,50517,54655,,
2010.2.22,45855,49909,,
2010.2.23,45417,47584,,
2010.2.24,47023,49723,,
2010.2.25,47114,48973,,
2010.2.26,51500,54355,,
2010.2.27,50839,52633,,
2010.2.28,52539,47523,,
2010.3.1,58105,45616,,
2010.3.2,46852,38814,,
2010.3.3,45201,41749,,
2010.3.4,41487,42722,,
2010.3.5,44880,45954,,
2010.3.6,45866,41735,,
2010.3.7,49364,42132,,
2010.3.8,44926,43138,,
2010.3.9,39948,36512,,
2010.3.10,40789,41587,,
2010.3.11,41067,43399,,
2010.3.12,45859,46589,,
2010.3.13,45714,41473,,
2010.3.14,49056,42684,,
2010.3.15,46036,44369,,
2010.3.16,40648,37812,,
2010.3.17,40168,43062,,
2010.3.18,41942,44927,,
2010.3.19,45634,47876,,
2010.3.20,47218,44973,,
2010.3.21,49612,42420,,
2010.3.22,45373,46010,,
2010.3.23,40562,40563,,
2010.3.24,42099,43822,,
2010.3.25,45190,45046,,
2010.3.26,49696,48361,,
2010.3.27,49221,45306,,
2010.3.28,52813,45591,,
2010.3.29,48819,44380,,
2010.3.30,42297,38831,,
2010.3.31,43386,43595,,
2010.4.1,42136,43543,,
2010.4.2,46154,44119,,
2010.4.3,45134,40683,,
2010.4.4,46069,41940,,
2010.4.5,41075,46494,,
2010.4.6,37157,41029,,
2010.4.7,37841,42783,,
2010.4.8,38417,43964,,
2010.4.9,46536,47027,,
2010.4.10,47043,43731,,
2010.4.11,50700,44392,,
2010.4.12,46301,45650,,
2010.4.13,39663,40212,,
2010.4.14,40195,45591,,
2010.4.15,41424,45746,,
2010.4.16,47289,47822,,
2010.4.17,45183,41712,,
2010.4.18,47513,42698,,
2010.4.19,42008,44724,,
2010.4.20,37264,40098,,
2010.4.21,39805,45313,,
2010.4.22,44173,45861,,
2010.4.23,48476,48340,,
2010.4.24,48500,44880,,
2010.4.25,49653,45367,,
2010.4.26,44438,45590,,
2010.4.27,38066,38345,,
2010.4.28,43307,42248,,
2010.4.29,46265,41299,,
2010.4.30,48756,41836,,
2010.5.1,49195,42347,,
2010.5.2,47639,42163,,
2010.5.3,37589,45874,,
2010.5.4,32039,43581,,
2010.5.5,40366,49724,,
2010.5.6,35503,43138,,
2010.5.7,39401,40834,,
2010.5.8,44719,38230,,
2010.5.9,50741,41799,,
2010.5.10,45972,43468,,
2010.5.11,37932,37816,,
2010.5.12,39289,43070,,
2010.5.13,40972,44252,,
2010.5.14,45487,45239,,
2010.5.15,47398,44094,,
2010.5.16,49591,45438,,
2010.5.17,44483,46207,,
2010.5.18,37315,42120,,
2010.5.19,37054,47376,,
2010.5.20,43450,53020,,
2010.5.21,50043,52974,,
2010.5.22,50697,41460,,
2010.5.23,57691,41706,,
2010.5.24,51588,44076,,
2010.5.25,42509,37687,,
2010.5.26,41642,40861,,
2010.5.27,42099,43557,,
2010.5.28,46112,43123,,
2010.5.29,46781,43232,,
2010.5.30,48542,42292,,
2010.5.31,42720,39448,,
2010.6.1,37222,36403,,
2010.6.2,40387,43841,,
2010.6.3,36687,41880,,
2010.6.4,43027,43755,,
2010.6.5,46915,43185,,
2010.6.6,51329,41085,,
2010.6.7,43821,42835,,
2010.6.8,39587,38828,,
2010.6.9,40340,42263,,
2010.6.10,40492,43982,,
2010.6.11,48429,44724,,
2010.6.12,49678,43205,,
2010.6.13,51387,42986,,
2010.6.14,45928,43825,,
2010.6.15,39448,39515,,
2010.6.16,41277,44363,,
2010.6.17,39369,45809,,
2010.6.18,45395,46598,,
2010.6.19,47665,46706,,
2010.6.20,51583,48554,,
2010.6.21,44949,49006,,
2010.6.22,39398,42994,,
2010.6.23,42461,47310,,
2010.6.24,44060,48703,,
2010.6.25,48563,49356,,
2010.6.26,51023,47758,,
2010.6.27,52274,47684,,
2010.6.28,47785,48183,,
2010.6.29,42066,42967,,
2010.6.30,45526,45993,,
2010.7.1,41907,43813,,
2010.7.2,46657,45115,,
2010.7.3,48442,44061,,
2010.7.4,51215,45581,,
2010.7.5,46790,46647,,
2010.7.6,40623,41596,,
2010.7.7,44678,45784,,
2010.7.8,42940,47617,,
2010.7.9,46766,50440,,
2010.7.10,50308,48468,,
2010.7.11,52682,47470,,
2010.7.12,47041,46843,,
2010.7.13,41059,42998,,
2010.7.14,45969,49761,,
2010.7.15,44211,48261,,
2010.7.16,47873,50074,,
2010.7.17,51785,49081,,
2010.7.18,50203,48429,,
2010.7.19,44927,50052,,
2010.7.20,41881,45597,,
2010.7.21,44675,49603,,
2010.7.22,43286,48646,,
2010.7.23,47050,50940,,
2010.7.24,51417,53573,,
2010.7.25,52645,52835,,
2010.7.26,48694,54291,,
2010.7.27,45994,49493,,
2010.7.28,49512,53035,,
2010.7.29,48687,53475,,
2010.7.30,52392,57794,,
2010.7.31,54556,61342,,
2010.8.1,55247,61026,,
2010.8.2,53346,56659,,
2010.8.3,52006,49562,,
2010.8.4,57284,51994,,
2010.8.5,54108,49167,,
2010.8.6,56385,49914,,
2010.8.7,58352,52341,,
2010.8.8,59024,53531,,
2010.8.9,54156,53588,,
2010.8.10,50217,45971,,
2010.8.11,53882,50971,,
2010.8.12,52632,48853,,
2010.8.13,55475,51022,,
2010.8.14,55294,49837,,
2010.8.15,58393,53374,,
2010.8.16,55356,54704,,
2010.8.17,50045,48996,,
2010.8.18,53223,50973,,
2010.8.19,50319,51219,,
2010.8.20,54487,53634,,
2010.8.21,56245,52510,,
2010.8.22,57521,53935,,
2010.8.23,53992,52316,,
2010.8.24,48714,47154,,
2010.8.25,51138,51848,,
2010.8.26,50467,49823,,
2010.8.27,52853,50989,,
2010.8.28,54158,49095,,
2010.8.29,54844,49251,,
2010.8.30,49467,47461,,
2010.8.31,43381,43764,,
2010.9.1,44022,49261,,
2010.9.2,39837,42922,,
2010.9.3,47022,49028,,
2010.9.4,47510,45709,,
2010.9.5,51956,47372,,
2010.9.6,46344,47539,,
2010.9.7,40134,42300,,
2010.9.8,43952,46197,,
2010.9.9,43625,45389,,
2010.9.10,50034,46436,,
2010.9.11,48557,43164,,
2010.9.12,50851,45523,,
2010.9.13,46681,44219,,
2010.9.14,37874,39213,,
2010.9.15,40394,45401,,
2010.9.16,39425,49020,,
2010.9.17,41455,53215,,
2010.9.18,42804,58861,,
2010.9.19,38811,56370,,
2010.9.20,37036,51983,,
2010.9.21,36312,52153,,
2010.9.22,42193,40464,,
