date,arrival,departure,slot_arrival,slot_departure
2021.3.26,3892,4638,,
2021.3.27,3397,3362,,
2021.3.28,3145,3705,,
2021.3.29,1669,1498,,
2021.3.30,2546,2740,,
2021.3.31,2805,4579,,
2021.4.1,4285,2777,,
2021.4.2,3936,4639,,
2021.4.3,2593,2799,,
2021.4.4,2735,3052,,
2021.4.5,1931,1801,,
2021.4.6,2537,2149,,
2021.4.7,2270,3915,,
2021.4.8,3277,2406,,
2021.4.9,3598,4889,,
2021.4.10,3088,3114,,
2021.4.11,3272,3070,,
2021.4.12,2958,1930,,
2021.4.13,2300,2438,,
2021.4.14,2511,3326,,
2021.4.15,3869,3021,,
2021.4.16,3814,3638,,
2021.4.17,2737,2937,,
2021.4.18,3191,3238,,
2021.4.19,1374,1165,,
2021.4.20,2476,2232,,
2021.4.21,2315,3642,,
2021.4.22,3360,2457,,
2021.4.23,3707,4126,,
2021.4.24,3019,2432,,
2021.4.25,3346,3459,,
2021.4.26,1864,1394,,
2021.4.27,2503,2276,,
2021.4.28,2552,3604,,
2021.4.29,4581,3638,,
2021.4.30,4196,4088,,
2021.5.1,3487,2375,,
2021.5.2,3396,3154,,
2021.5.3,2400,1509,,
2021.5.4,2745,2222,,
2021.5.5,2449,3451,,
2021.5.6,3893,2677,,
2021.5.7,3940,3888,,
2021.5.8,3551,2293,,
2021.5.9,3523,3074,,
2021.5.10,2288,1602,,
2021.5.11,2719,2655,,
2021.5.12,2802,3434,,
2021.5.13,4083,2832,,
2021.5.14,3769,3812,,
2021.5.15,3813,3061,,
2021.5.16,3723,3560,,
2021.5.17,2714,1677,,
2021.5.18,3097,2592,,
2021.5.19,3246,3928,,
2021.5.20,4309,2716,,
2021.5.21,4499,3818,,
2021.5.22,4459,2793,,
2021.5.23,3479,2649,,
2021.5.24,2442,1579,,
2021.5.25,3207,2475,,
2021.5.26,3076,3755,,
2021.5.27,4482,3286,,
2021.5.28,4860,4952,,
2021.5.29,4871,3170,,
2021.5.30,4309,3445,,
2021.5.31,3595,2082,,
2021.6.1,3358,2858,,
2021.6.2,3465,3626,,
2021.6.3,4849,2870,,
2021.6.4,4415,4353,,
2021.6.5,4997,3262,,
2021.6.6,4101,3197,,
2021.6.7,3323,2311,,
2021.6.8,4023,3529,,
2021.6.9,3257,3964,,
2021.6.10,5675,3744,,
2021.6.11,5921,5685,,
2021.6.12,5032,4060,,
2021.6.13,4434,3647,,
2021.6.14,3384,2213,,
2021.6.15,3643,3105,,
2021.6.16,3686,4737,,
2021.6.17,4832,3257,,
2021.6.18,5487,5371,,
2021.6.19,5065,4542,,
2021.6.20,4290,3738,,
2021.6.21,3513,2617,,
2021.6.22,3566,3579,,
2021.6.23,3149,4466,,
2021.6.24,5006,4048,,
2021.6.25,5537,5901,,
2021.6.26,4554,4490,,
2021.6.27,4460,4744,,
2021.6.28,3528,3422,,
2021.6.29,3434,4013,,
2021.6.30,3578,6132,,
2021.7.1,5482,4541,,
2021.7.2,5912,5528,,
2021.7.3,5626,3940,,
2021.7.4,4834,4060,,
2021.7.5,3281,3049,,
2021.7.6,4529,4160,,
2021.7.7,4260,5327,,
2021.7.8,5945,4009,,
2021.7.9,5524,5232,,
2021.7.10,4803,4142,,
2021.7.11,5074,4063,,
2021.7.12,3171,3061,,
2021.7.13,4240,3455,,
2021.7.14,3974,5490,,
2021.7.15,6009,4996,,
2021.7.16,6292,5892,,
2021.7.17,5121,4403,,
2021.7.18,4347,4186,,
2021.7.19,3136,3019,,
2021.7.20,3593,3712,,
2021.7.21,3691,5138,,
2021.7.22,5193,3656,,
2021.7.23,4897,6161,,
2021.7.24,5020,5259,,
2021.7.25,4852,4698,,
2021.7.26,3394,3599,,
2021.7.27,3992,4163,,
2021.7.28,3959,5848,,
2021.7.29,5906,4570,,
2021.7.30,5883,6935,,
2021.7.31,5814,5944,,
2021.8.1,5018,5061,,
2021.8.2,3626,3940,,
2021.8.3,4218,5273,,
2021.8.4,4362,6329,,
2021.8.5,5640,4947,,
2021.8.6,6563,7515,,
2021.8.7,5806,5887,,
2021.8.8,5082,5330,,
2021.8.9,3681,4046,,
2021.8.10,4956,5412,,
2021.8.11,4646,6716,,
2021.8.12,6548,5309,,
2021.8.13,7397,8154,,
2021.8.14,5466,6562,,
2021.8.15,4863,5749,,
2021.8.16,4236,4683,,
2021.8.17,5299,6214,,
2021.8.18,4557,7136,,
2021.8.19,6820,5985,,
2021.8.20,6273,8777,,
2021.8.21,5054,6456,,
2021.8.22,4409,5913,,
2021.8.23,3557,4554,,
2021.8.24,4257,5576,,
2021.8.25,4088,6525,,
2021.8.26,5333,5616,,
2021.8.27,6563,8668,,
2021.8.28,5138,6059,,
2021.8.29,4616,5748,,
2021.8.30,3230,3914,,
2021.8.31,4598,4797,,
2021.9.1,4424,7453,,
2021.9.2,5904,4743,,
2021.9.3,6528,7369,,
2021.9.4,5070,4111,,
2021.9.5,4530,5059,,
2021.9.6,3446,3189,,
2021.9.7,3954,4191,,
2021.9.8,3897,5246,,
2021.9.9,5786,4244,,
2021.9.10,6257,7707,,
2021.9.11,5008,4437,,
2021.9.12,4361,5288,,
2021.9.13,2947,3181,,
2021.9.14,3669,4060,,
2021.9.15,4700,6798,,
2021.9.16,6417,4908,,
2021.9.17,6475,7672,,
2021.9.18,4988,5231,,
2021.9.19,4229,4988,,
2021.9.20,3477,2667,,
2021.9.21,3538,2529,,
2021.9.22,3161,3498,,
2021.9.23,5271,2898,,
2021.9.24,6096,6080,,
2021.9.25,5103,3989,,
2021.9.26,4951,5250,,
2021.9.27,4228,3266,,
2021.9.28,3919,3766,,
2021.9.29,4180,5566,,
2021.9.30,6160,5424,,
2021.10.1,6139,6856,,
2021.10.2,5488,4854,,
2021.10.3,4777,5095,,
2021.10.4,3848,3362,,
2021.10.5,4175,3511,,
2021.10.6,3938,5010,,
2021.10.7,5563,4305,,
2021.10.8,5700,7486,,
2021.10.9,5277,4228,,
2021.10.10,4738,5198,,
2021.10.11,3857,2883,,
2021.10.12,4183,3617,,
2021.10.13,3889,4809,,
2021.10.14,6082,4825,,
2021.10.15,6095,7121,,
2021.10.16,5578,4499,,
2021.10.17,5218,5351,,
2021.10.18,3742,3785,,
2021.10.19,4169,3914,,
2021.10.20,3775,5163,,
2021.10.21,5383,4704,,
2021.10.22,5923,6553,,
2021.10.23,5203,5034,,
2021.10.24,4767,5830,,
2021.10.25,3447,3915,,
2021.10.26,4120,4514,,
2021.10.27,3870,5955,,
2021.10.28,6033,4733,,
2021.10.29,6217,7353,,
2021.10.30,5767,5524,,
2021.10.31,5566,6679,,
2021.11.1,3785,4067,,
2021.11.2,4275,4430,,
2021.11.3,4097,6033,,
2021.11.4,5970,4930,,
2021.11.5,5917,8777,,
2021.11.6,5643,4962,,
2021.11.7,5825,7260,,
2021.11.8,3805,3910,,
2021.11.9,4475,4077,,
2021.11.10,4242,6296,,
2021.11.11,6108,6507,,
2021.11.12,6617,8081,,
2021.11.13,7585,6224,,
2021.11.14,6097,7618,,
2021.11.15,4634,4599,,
2021.11.16,5088,5517,,
2021.11.17,4537,7718,,
2021.11.18,6631,6767,,
2021.11.19,7390,9052,,
2021.11.20,7928,6700,,
2021.11.21,7448,7537,,
2021.11.22,4946,4643,,
2021.11.23,5274,5477,,
2021.11.24,5382,7864,,
2021.11.25,7725,7333,,
2021.11.26,7697,9927,,
2021.11.27,7488,7218,,
2021.11.28,7149,9453,,
2021.11.29,5355,5315,,
2021.11.30,6282,6844,,
2021.12.1,6383,8115,,
2021.12.2,9183,6953,,
2021.12.3,7541,8674,,
2021.12.4,8428,5611,,
2021.12.5,7718,6678,,
2021.12.6,5358,4464,,
2021.12.7,5618,5626,,
2021.12.8,5424,6206,,
2021.12.9,7808,6348,,
2021.12.10,7285,8908,,
2021.12.11,6800,5284,,
2021.12.12,6963,7364,,
2021.12.13,5133,4501,,
2021.12.14,5126,6037,,
2021.12.15,4808,8741,,
2021.12.16,7212,7696,,
2021.12.17,8458,10775,,
2021.12.18,8503,6477,,
2021.12.19,7817,7967,,
2021.12.20,5343,5907,,
2021.12.21,5786,7383,,
2021.12.22,5270,8982,,
2021.12.23,7579,7988,,
2021.12.24,6564,8253,,
2021.12.25,5464,6047,,
2021.12.26,5671,6349,,
2021.12.27,5086,5060,,
2021.12.28,4499,6573,,
2021.12.29,4560,8809,,
2021.12.30,6572,6799,,
2021.12.31,5720,7719,,
2022.1.1,4316,4777,,
2022.1.2,4111,6375,,
2022.1.3,3463,5393,,
2022.1.4,4793,6261,,
2022.1.5,4632,7986,,
2022.1.6,6741,7995,,
2022.1.7,6826,9078,,
2022.1.8,6154,7622,,
2022.1.9,5777,7146,,
2022.1.10,4722,5580,,
2022.1.11,5343,6382,,
2022.1.12,4855,7511,,
2022.1.13,6270,7349,,
2022.1.14,6755,8401,,
2022.1.15,6085,6706,,
2022.1.16,5712,6272,,
2022.1.17,4299,4612,,
2022.1.18,4677,5462,,
2022.1.19,4914,5724,,
2022.1.20,6589,6516,,
2022.1.21,6553,7188,,
2022.1.22,5284,6640,,
2022.1.23,5533,5429,,
2022.1.24,3750,3825,,
2022.1.25,3771,4771,,
2022.1.26,4536,5575,,
2022.1.27,6439,6076,,
2022.1.28,6661,7237,,
2022.1.29,5657,5612,,
2022.1.30,4795,5387,,
2022.1.31,3401,2926,,
2022.2.1,3057,2274,,
2022.2.2,3064,3082,,
2022.2.3,4755,3812,,
2022.2.4,6020,5130,,
2022.2.5,5592,4965,,
2022.2.6,6016,5259,,
2022.2.7,4464,3759,,
2022.2.8,4964,4070,,
2022.2.9,5575,6124,,
2022.2.10,7751,6146,,
2022.2.11,7910,7428,,
2022.2.12,6854,5170,,
2022.2.13,7405,5485,,
2022.2.14,4774,3651,,
2022.2.15,5503,4608,,
2022.2.16,6366,6204,,
2022.2.17,8036,5670,,
2022.2.18,8268,7185,,
2022.2.19,6823,4793,,
2022.2.20,7306,5478,,
2022.2.21,5244,3633,,
2022.2.22,5542,4871,,
2022.2.23,5934,6161,,
2022.2.24,7503,5668,,
2022.2.25,8281,8101,,
2022.2.26,7636,6375,,
2022.2.27,7169,6111,,
2022.2.28,5184,4379,,
2022.3.1,6185,4865,,
2022.3.2,6568,6403,,
2022.3.3,7253,5325,,
2022.3.4,8453,8251,,
2022.3.5,6907,6426,,
2022.3.6,7073,6329,,
2022.3.7,4672,4335,,
2022.3.8,5178,4693,,
2022.3.9,5784,6770,,
2022.3.10,6981,6052,,
2022.3.11,7395,7306,,
2022.3.12,6489,6176,,
2022.3.13,6324,6714,,
2022.3.14,4505,4977,,
2022.3.15,4449,4895,,
2022.3.16,5739,7658,,
2022.3.17,7185,6815,,
2022.3.18,6503,7909,,
2022.3.19,5272,6757,,
2022.3.20,5956,7765,,
2022.3.21,6196,5138,,
2022.3.22,5463,5659,,
2022.3.23,6136,8517,,
2022.3.24,8218,7209,,
2022.3.25,8016,8537,,
2022.3.26,7817,8381,,
2022.3.27,7236,8934,,
2022.3.28,5255,5888,,
2022.3.29,5692,6951,,
2022.3.30,7230,9562,,
2022.3.31,9211,8168,,
2022.4.1,11107,10384,,
2022.4.2,10432,8865,,
2022.4.3,9929,9985,,
2022.4.4,8515,7159,,
2022.4.5,7250,7645,,
2022.4.6,9254,10866,,
2022.4.7,11319,9211,,
2022.4.8,10660,11202,,
2022.4.9,11089,9120,,
2022.4.10,10472,10839,,
2022.4.11,8893,7210,,
2022.4.12,7732,8263,,
2022.4.13,9949,11408,,
2022.4.14,12211,9402,,
2022.4.15,11294,12694,,
2022.4.16,11164,10579,,
2022.4.17,10398,12265,,
2022.4.18,9217,9016,,
2022.4.19,8529,9064,,
2022.4.20,10857,13338,,
2022.4.21,13073,10015,,
2022.4.22,12023,13943,,
2022.4.23,12316,11684,,
2022.4.24,12217,13090,,
2022.4.25,10589,9820,,
2022.4.26,9465,10112,,
2022.4.27,12092,13934,,
2022.4.28,15682,11915,,
2022.4.29,15214,15760,,
2022.4.30,14859,13161,,
2022.5.1,14555,14254,,
2022.5.2,13139,10536,,
2022.5.3,10910,11725,,
2022.5.4,12321,16079,,
2022.5.5,15736,12489,,
2022.5.6,13888,15329,,
2022.5.7,14257,14654,,
2022.5.8,15881,14961,,
2022.5.9,13850,11662,,
2022.5.10,11746,12824,,
2022.5.11,13564,16353,,
2022.5.12,17142,13928,,
2022.5.13,15628,16925,,
2022.5.14,15458,15225,,
2022.5.15,16638,16546,,
2022.5.16,14482,12175,,
2022.5.17,12905,13658,,
2022.5.18,15187,16846,,
2022.5.19,18275,14260,,
2022.5.20,16219,17366,,
2022.5.21,17650,15301,,
2022.5.22,17009,16924,,
2022.5.23,15061,13490,,
2022.5.24,14131,13378,,
2022.5.25,15868,17578,,
2022.5.26,19821,15498,,
2022.5.27,17198,18709,,
2022.5.28,17976,18255,,
2022.5.29,18921,17852,,
2022.5.30,16182,13811,,
2022.5.31,14233,15297,,
2022.6.1,18397,21785,,
2022.6.2,20578,17456,,
2022.6.3,19309,19320,,
2022.6.4,20503,19974,,
2022.6.5,22279,18901,,
2022.6.6,21135,16258,,
2022.6.7,18410,14403,,
2022.6.8,20469,20040,,
2022.6.9,22533,16329,,
2022.6.10,21128,19329,,
2022.6.11,21225,19608,,
2022.6.12,22725,19393,,
2022.6.13,20252,17836,,
2022.6.14,18103,15886,,
2022.6.15,21072,21158,,
2022.6.16,22995,19087,,
2022.6.17,22082,21758,,
2022.6.18,22355,22861,,
2022.6.19,23634,22564,,
2022.6.20,20988,18005,,
2022.6.21,19489,19367,,
2022.6.22,21602,25004,,
2022.6.23,24808,21350,,
2022.6.24,23115,23984,,
2022.6.25,23877,25828,,
2022.6.26,25970,23745,,
2022.6.27,22772,20223,,
2022.6.28,20622,20413,,
2022.6.29,22480,25894,,
2022.6.30,25898,23823,,
2022.7.1,25031,26398,,
2022.7.2,26273,27675,,
2022.7.3,28503,26721,,
2022.7.4,24510,23411,,
2022.7.5,22355,23032,,
2022.7.6,23556,27480,,
2022.7.7,26733,24686,,
2022.7.8,25458,26402,,
2022.7.9,27015,27304,,
2022.7.10,29323,28351,,
2022.7.11,25549,23405,,
2022.7.12,23143,22741,,
2022.7.13,24483,28559,,
2022.7.14,28336,26505,,
2022.7.15,26825,27525,,
2022.7.16,27223,30636,,
2022.7.17,30310,29748,,
2022.7.18,25436,26460,,
2022.7.19,22665,24697,,
2022.7.20,26387,33865,,
2022.7.21,28246,30113,,
2022.7.22,26410,31162,,
2022.7.23,28124,33817,,
2022.7.24,32328,32420,,
2022.7.25,26934,30367,,
2022.7.26,25857,26940,,
2022.7.27,27728,34355,,
2022.7.28,31029,32424,,
2022.7.29,30630,34988,,
2022.7.30,31392,38495,,
2022.7.31,35622,35151,,
2022.8.1,30991,32045,,
2022.8.2,30498,28268,,
2022.8.3,32412,34181,,
2022.8.4,34141,29170,,
2022.8.5,32715,31184,,
2022.8.6,34415,33568,,
2022.8.7,38096,31144,,
2022.8.8,32338,28377,,
2022.8.9,30064,26191,,
2022.8.10,29900,33791,,
2022.8.11,32584,31552,,
2022.8.12,30384,33060,,
2022.8.13,31787,36334,,
2022.8.14,36298,33743,,
2022.8.15,35356,29571,,
2022.8.16,34187,26206,,
2022.8.17,31636,31871,,
2022.8.18,34723,29183,,
2022.8.19,31799,28782,,
2022.8.20,33107,32512,,
2022.8.21,36086,32949,,
2022.8.22,32607,29335,,
2022.8.23,29331,25789,,
2022.8.24,29649,30551,,
2022.8.25,31729,29380,,
2022.8.26,31497,29122,,
2022.8.27,33081,31250,,
2022.8.28,35083,30991,,
2022.8.29,32078,27026,,
2022.8.30,29996,23359,,
2022.8.31,31946,30124,,
2022.9.1,30347,29167,,
2022.9.2,28975,26991,,
2022.9.3,29529,31654,,
2022.9.4,31915,31129,,
2022.9.5,27422,27061,,
2022.9.6,24007,24247,,
2022.9.7,26434,34950,,
2022.9.8,27380,34673,,
2022.9.9,27085,33990,,
2022.9.10,26416,29028,,
2022.9.11,31390,28699,,
2022.9.12,36256,25113,,
2022.9.13,31640,23631,,
2022.9.14,30896,28676,,
2022.9.15,32133,27147,,
2022.9.16,30718,27436,,
2022.9.17,31448,30470,,
2022.9.18,35159,32415,,
2022.9.19,29416,28643,,
2022.9.20,27893,26597,,
2022.9.21,28566,32245,,
2022.9.22,29559,28562,,
2022.9.23,30711,29613,,
2022.9.24,30400,32974,,
2022.9.25,34913,33561,,
2022.9.26,30567,31853,,
2022.9.27,27404,27069,,
2022.9.28,29095,34601,,
2022.9.29,31111,33369,,
2022.9.30,32318,35996,,
2022.10.1,32617,38590,,
2022.10.2,35157,36300,,
2022.10.3,36986,32663,,
2022.10.4,33974,26693,,
2022.10.5,33201,33502,,
2022.10.6,34661,33072,,
2022.10.7,34663,35814,,
2022.10.8,37476,38160,,
2022.10.9,38923,36748,,
2022.10.10,40013,33013,,
2022.10.11,36890,29070,,
2022.10.12,36268,34056,,
2022.10.13,39665,34084,,
2022.10.14,37633,34901,,
2022.10.15,39268,39642,,
2022.10.16,41671,39975,,
2022.10.17,38481,37784,,
2022.10.18,35568,32586,,
2022.10.19,35372,38587,,
2022.10.20,37969,37292,,
2022.10.21,37739,36992,,
2022.10.22,39778,41282,,
2022.10.23,42371,40952,,
2022.10.24,37891,38412,,
2022.10.25,35135,34825,,
2022.10.26,35589,39431,,
2022.10.27,39403,37544,,
2022.10.28,38403,38977,,
2022.10.29,39849,40079,,
2022.10.30,43951,44527,,
2022.10.31,39786,41500,,
2022.11.1,35607,38180,,
2022.11.2,36257,42949,,
2022.11.3,37324,41334,,
2022.11.4,36785,42686,,
2022.11.5,42721,45855,,
2022.11.6,46234,47038,,
2022.11.7,42125,43090,,
2022.11.8,36859,37532,,
2022.11.9,37725,44371,,
2022.11.10,40933,43449,,
2022.11.11,40753,44289,,
2022.11.12,46360,47719,,
2022.11.13,48470,46796,,
2022.11.14,44961,46241,,
2022.11.15,40425,38313,,
2022.11.16,42544,48673,,
2022.11.17,43258,45620,,
2022.11.18,43576,45192,,
2022.11.19,49575,49596,,
2022.11.20,52814,48500,,
2022.11.21,48966,45322,,
2022.11.22,43695,42571,,
2022.11.23,44258,49174,,
2022.11.24,45345,47818,,
2022.11.25,44213,47868,,
2022.11.26,49258,52424,,
2022.11.27,51873,52394,,
2022.11.28,49918,48497,,
2022.11.29,45152,42996,,
2022.11.30,45457,50675,,
2022.12.1,47843,51671,,
2022.12.2,46995,50246,,
2022.12.3,51262,53724,,
2022.12.4,55949,54146,,
2022.12.5,52455,51791,,
2022.12.6,46297,44712,,
2022.12.7,46989,51145,,
2022.12.8,51228,50888,,
2022.12.9,51761,52545,,
2022.12.10,55963,56303,,
2022.12.11,59750,57537,,
2022.12.12,56048,53739,,
2022.12.13,51298,48011,,
2022.12.14,52353,56976,,
2022.12.15,55785,55401,,
2022.12.16,56775,57982,,
2022.12.17,60966,60651,,
2022.12.18,64360,59626,,
2022.12.19,60583,55744,,
2022.12.20,54549,52060,,
2022.12.21,55073,59610,,
2022.12.22,57942,59356,,
2022.12.23,57304,61408,,
2022.12.24,59395,60617,,
2022.12.25,58941,60693,,
2022.12.26,57323,59876,,
2022.12.27,54826,55963,,
2022.12.28,57087,65139,,
2022.12.29,58531,59663,,
2022.12.30,58105,63564,,
2022.12.31,59507,60311,,
2023.1.1,57375,55873,,
2023.1.2,55738,64769,,
2023.1.3,49302,61137,,
2023.1.4,49390,68463,,
2023.1.5,49254,65726,,
2023.1.6,51022,67577,,
2023.1.7,56165,69175,,
2023.1.8,60217,68906,,
2023.1.9,57538,67709,,
2023.1.10,52471,60835,,
2023.1.11,53267,67931,,
2023.1.12,54782,65801,,
2023.1.13,57402,65051,,
2023.1.14,62702,65271,,
2023.1.15,64862,63232,,
2023.1.16,62706,62956,,
2023.1.17,58290,56443,,
2023.1.18,59708,67551,,
2023.1.19,62338,66318,,
2023.1.20,60410,72144,,
2023.1.21,61408,74161,,
2023.1.22,56265,63280,,
2023.1.23,61365,62808,,
2023.1.24,69633,56212,,
2023.1.25,66398,64012,,
2023.1.26,63205,62066,,
2023.1.27,65127,65877,,
2023.1.28,66158,64661,,
2023.1.29,68765,65778,,
2023.1.30,64936,63262,,
2023.1.31,61728,60241,,
2023.2.1,61997,68479,,
2023.2.2,61225,65244,,
2023.2.3,61407,65016,,
2023.2.4,64820,65786,,
2023.2.5,69523,66142,,
2023.2.6,66941,63739,,
2023.2.7,61931,57526,,
2023.2.8,62308,67478,,
2023.2.9,64737,63383,,
2023.2.10,66466,66320,,
2023.2.11,69938,67794,,
2023.2.12,70456,67322,,
2023.2.13,69883,63870,,
2023.2.14,64382,56935,,
2023.2.15,65847,68104,,
2023.2.16,68584,66487,,
2023.2.17,69767,66821,,
2023.2.18,71904,68946,,
2023.2.19,74669,68150,,
2023.2.20,74897,63388,,
2023.2.21,68967,56698,,
2023.2.22,70025,65026,,
2023.2.23,73029,63948,,
2023.2.24,70856,68786,,
2023.2.25,76376,67336,,
2023.2.26,76405,66025,,
2023.2.27,75031,57461,,
2023.2.28,69591,56327,,
2023.3.1,73636,67735,,
2023.3.2,68923,55283,,
2023.3.3,63465,55502,,
2023.3.4,69120,56578,,
2023.3.5,72216,57494,,
2023.3.6,69101,54566,,
2023.3.7,61274,49318,,
2023.3.8,60233,58083,,
2023.3.9,61623,59382,,
2023.3.10,60785,60158,,
2023.3.11,64968,62313,,
2023.3.12,68505,62064,,
2023.3.13,66596,58120,,
2023.3.14,60159,51978,,
2023.3.15,60142,63172,,
2023.3.16,61855,61833,,
2023.3.17,62713,64869,,
2023.3.18,68115,64554,,
2023.3.19,70981,64025,,
2023.3.20,68109,59411,,
2023.3.21,61758,54970,,
2023.3.22,61449,63292,,
2023.3.23,62530,61335,,
2023.3.24,64091,64517,,
2023.3.25,68578,64488,,
2023.3.26,72751,65776,,
2023.3.27,69859,60987,,
2023.3.28,64704,56330,,
2023.3.29,64971,62991,,
2023.3.30,67500,64269,,
2023.3.31,68420,64492,,
2023.4.1,70296,65027,,
2023.4.2,74289,63395,,
2023.4.3,66859,59132,,
2023.4.4,63315,55829,,
2023.4.5,62485,65568,,
2023.4.6,62740,64640,,
2023.4.7,62887,64303,,
2023.4.8,64411,67046,,
2023.4.9,70659,70385,,
2023.4.10,64419,66640,,
2023.4.11,59989,59172,,
2023.4.12,58880,69384,,
2023.4.13,59417,68189,,
2023.4.14,63081,70961,,
2023.4.15,67410,71267,,
2023.4.16,72415,72531,,
2023.4.17,68348,68661,,
2023.4.18,62560,60176,,
2023.4.19,63642,67165,,
2023.4.20,63247,69736,,
2023.4.21,68020,70737,,
2023.4.22,71168,68253,,
2023.4.23,74287,72123,,
2023.4.24,71214,67108,,
2023.4.25,63421,58273,,
2023.4.26,68244,68740,,
2023.4.27,72024,72623,,
2023.4.28,75481,77033,,
2023.4.29,81166,78064,,
2023.4.30,77449,72203,,
2023.5.1,79243,65846,,
2023.5.2,67867,60481,,
2023.5.3,65146,77452,,
2023.5.4,61751,76322,,
2023.5.5,63954,77225,,
2023.5.6,72690,70817,,
2023.5.7,83600,73766,,
2023.5.8,74796,69284,,
2023.5.9,62192,62641,,
2023.5.10,59675,70529,,
2023.5.11,59514,66649,,
2023.5.12,66020,72640,,
2023.5.13,69886,69263,,
2023.5.14,76225,71746,,
2023.5.15,72436,69032,,
2023.5.16,65332,60374,,
2023.5.17,65609,69759,,
2023.5.18,64989,69670,,
2023.5.19,69868,73169,,
2023.5.20,74130,72230,,
2023.5.21,78265,75935,,
2023.5.22,74767,72070,,
2023.5.23,66168,61629,,
2023.5.24,66525,71730,,
2023.5.25,66320,75821,,
2023.5.26,75180,83130,,
2023.5.27,73376,79497,,
2023.5.28,78380,77753,,
2023.5.29,85627,70382,,
2023.5.30,80944,61750,,
2023.5.31,74662,71163,,
2023.6.1,68929,76285,,
2023.6.2,70955,82517,,
2023.6.3,72691,85636,,
2023.6.4,73704,81544,,
2023.6.5,76867,73966,,
2023.6.6,85120,66213,,
2023.6.7,80459,65656,,
2023.6.8,73607,65639,,
2023.6.9,75558,71694,,
2023.6.10,78174,71558,,
2023.6.11,83300,76048,,
2023.6.12,76250,73542,,
2023.6.13,71026,64843,,
2023.6.14,70135,71845,,
2023.6.15,72691,74602,,
2023.6.16,78923,78132,,
2023.6.17,79699,78233,,
2023.6.18,82762,81752,,
2023.6.19,77672,77570,,
2023.6.20,72926,70837,,
2023.6.21,74172,78996,,
2023.6.22,76363,78758,,
2023.6.23,78988,83957,,
2023.6.24,80011,84471,,
2023.6.25,84772,88608,,
2023.6.26,79719,85739,,
2023.6.27,73521,76578,,
2023.6.28,74634,82524,,
2023.6.29,77206,81771,,
2023.6.30,83671,84719,,
2023.7.1,84433,80969,,
2023.7.2,85561,83516,,
2023.7.3,79755,82501,,
2023.7.4,73576,71340,,
2023.7.5,73478,80166,,
2023.7.6,72807,78099,,
2023.7.7,78925,80636,,
2023.7.8,81991,82095,,
2023.7.9,87106,84303,,
2023.7.10,81407,83589,,
2023.7.11,76688,74191,,
2023.7.12,76406,82461,,
2023.7.13,78758,78651,,
2023.7.14,85124,85489,,
2023.7.15,86297,86726,,
2023.7.16,89607,87519,,
2023.7.17,81237,85344,,
2023.7.18,77786,82277,,
2023.7.19,77354,88964,,
2023.7.20,80511,88333,,
2023.7.21,84592,89279,,
2023.7.22,84296,93014,,
2023.7.23,87227,95978,,
2023.7.24,82114,94013,,
2023.7.25,79182,87136,,
2023.7.26,81046,93525,,
2023.7.27,83442,91987,,
2023.7.28,89010,97190,,
2023.7.29,90468,100090,,
2023.7.30,94043,100294,,
2023.7.31,89833,95621,,
2023.8.1,89382,88515,,
2023.8.2,90845,91978,,
2023.8.3,92236,84325,,
2023.8.4,96932,85680,,
2023.8.5,97509,88963,,
2023.8.6,98910,87565,,
2023.8.7,94450,86119,,
2023.8.8,86765,80247,,
2023.8.9,86428,86420,,
2023.8.10,72432,71691,,
2023.8.11,93905,97770,,
2023.8.12,94141,101013,,
2023.8.13,94038,97241,,
2023.8.14,93423,90309,,
2023.8.15,89131,81702,,
2023.8.16,96629,89883,,
2023.8.17,89916,82602,,
2023.8.18,90646,86871,,
2023.8.19,93916,87188,,
2023.8.20,96366,90094,,
2023.8.21,91457,86562,,
2023.8.22,84393,77666,,
2023.8.23,84275,84124,,
2023.8.24,84318,80951,,
2023.8.25,88198,86583,,
2023.8.26,89797,86431,,
2023.8.27,91318,89108,,
2023.8.28,86642,82775,,
2023.8.29,80954,73262,,
2023.8.30,82205,76965,,
2023.8.31,82879,75333,,
2023.9.1,82889,79194,,
2023.9.2,82073,81131,,
2023.9.3,87294,82821,,
2023.9.4,82069,81227,,
2023.9.5,76230,71813,,
2023.9.6,74786,77373,,
2023.9.7,73289,75074,,
2023.9.8,79087,80774,,
2023.9.9,82194,80008,,
2023.9.10,86301,81286,,
2023.9.11,80275,80543,,
2023.9.12,73299,68818,,
2023.9.13,73312,75399,,
2023.9.14,74699,72963,,
2023.9.15,84807,80779,,
2023.9.16,86515,77489,,
2023.9.17,88823,80750,,
2023.9.18,80966,84462,,
2023.9.19,73289,74065,,
2023.9.20,71510,80872,,
2023.9.21,70649,80740,,
2023.9.22,75098,88686,,
2023.9.23,77833,91770,,
2023.9.24,80312,90094,,
2023.9.25,71065,87748,,
2023.9.26,64765,89139,,
2023.9.27,68071,106627,,
2023.9.28,74696,106808,,
2023.9.29,82931,100519,,
2023.9.30,91773,86660,,
2023.10.1,100412,84703,,
2023.10.2,104452,77326,,
2023.10.3,105236,67932,,
2023.10.4,101979,71014,,
2023.10.5,91081,78638,,
2023.10.6,87168,92671,,
2023.10.7,89481,88859,,
2023.10.8,92300,85930,,
2023.10.9,99898,83109,,
2023.10.10,94351,74561,,
2023.10.11,87261,77830,,
2023.10.12,84719,77641,,
